id_person_dim,surname,forename,person_title,person_role,alt_name,m_f
 517,Moore,Jack,NULL,NULL,NULL,NULL
 518,Elfer,Norman,NULL,NULL,NULL,NULL
 519,Murphy,James,NULL,NULL,NULL,NULL
 520,Trifkovich,Mickey,NULL,NULL,NULL,NULL
 521,Neal,Bill,NULL,NULL,NULL,NULL
 522,Abrahams,Glenville,NULL,NULL,NULL,NULL
 523,Morris,Lowell C.,III,NULL,NULL,NULL
 524,Boucek,Jim,NULL,NULL,NULL,NULL
 525,Rantilla,Roy,NULL,NULL,NULL,NULL
 526,White,James,NULL,NULL,NULL,NULL
 527,Barron,Bob,NULL,NULL,NULL,NULL
 529,Harvey,Steve,NULL,NULL,NULL,NULL
 530,Gorman,Shirley,NULL,NULL,NULL,NULL
 532,Sistrunk,Jim,NULL,NULL,NULL,NULL
 528,Wheler,John,NULL,NULL,NULL,NULL
 533,Hartman,Doug,NULL,NULL,NULL,NULL
 534,Petrucci,Ken,NULL,NULL,NULL,NULL
 535,Mann,Roger,NULL,NULL,NULL,NULL
 537,Brown,Gary,NULL,NULL,NULL,NULL
 536,Williams,Ronald,SP/4,NULL,NULL,NULL
 538,Carrothers,Bruce,NULL,NULL,NULL,NULL
 539,Regier,Willis,NULL,NULL,NULL,NULL
 540,Conger,Dennis,NULL,NULL,NULL,NULL
 542,Whittlesey,Lee,NULL,NULL,NULL,NULL
 543,Gale,Bob,NULL,NULL,NULL,NULL
 541,Chan,H.P.,NULL,NULL,NULL,NULL
 545,Richardson,Fred,NULL,NULL,NULL,NULL
 544,McCaffery,Mrak,NULL,NULL,NULL,NULL
 546,Berry,D. Bruce,NULL,NULL,NULL,NULL
 547,Montgomery,Kim,NULL,NULL,NULL,NULL
 549,Ramsay,George,NULL,NULL,NULL,NULL
 548,Ireland,Blair,N-DIV,NULL,NULL,NULL
 550,Hole,Ervin,NULL,NULL,NULL,NULL
 551,Belkeman,John,NULL,NULL,NULL,NULL
 553,Snell,Michael,NULL,NULL,NULL,NULL
 552,Budka,Ken,NULL,NULL,NULL,NULL
 554,Woods,Sandii,NULL,NULL,NULL,NULL
 556,Smarsh,Roger,NULL,NULL,NULL,NULL
 557,Plant,Bud,NULL,NULL,NULL,NULL
 559,Pacheco,Carlos,NULL,NULL,NULL,NULL
 558,John,Harwood,NULL,NULL,NULL,NULL
 563,Fishell,Randall,NULL,NULL,NULL,NULL
 561,Kopp,Doug,NULL,NULL,NULL,NULL
 562,Gorin,Barney,NULL,NULL,NULL,NULL
 564,Barbera,Phyllis,NULL,NULL,NULL,NULL
 565,Mello,Clark,NULL,NULL,NULL,NULL
 566,Adair,Gerald,NULL,NULL,NULL,NULL
 567,Mulheim,Gary,NULL,NULL,NULL,NULL
 560,Trippet,Budd,NULL,NULL,NULL,NULL
 569,Buntt,Mary,NULL,NULL,NULL,NULL
 568,Hamilton,Hank,NULL,NULL,NULL,NULL
 570,Schuch,John,NULL,NULL,NULL,NULL
 572,Crilly,Larry,NULL,NULL,NULL,NULL
 573,Darling,Kevin,NULL,NULL,NULL,NULL
 571,Mayer,Al,NULL,NULL,NULL,NULL
 574,Gable,Mike,NULL,NULL,NULL,NULL
 575,Clark,Breck,NULL,NULL,NULL,NULL
 576,Grubisic,George,NULL,NULL,NULL,NULL
 577,Kowalik,Anthony,NULL,NULL,NULL,NULL
 578,Crump,Stuart,Jr.,NULL,NULL,NULL
 579,Wise,Tim,NULL,NULL,NULL,NULL
 580,Phelan,Larry,NULL,NULL,NULL,NULL
 581,Kaiman,Barry,NULL,NULL,NULL,NULL
 582,Pappalardo,Joseph M.,NULL,NULL,NULL,NULL
 583,O\'Baid,Richard,NULL,NULL,NULL,NULL
 584,Bizony,Ty,NULL,NULL,NULL,NULL
 585,Johnson,Steven,NULL,NULL,NULL,NULL
 586,Szurek,Dave,NULL,NULL,NULL,NULL
 587,Spicer,Clarence,NULL,NULL,NULL,NULL
 588,Stillman,Robert A.,NULL,NULL,NULL,NULL
 589,Ellis,Eric,NULL,NULL,NULL,NULL
 591,Adams,Freddy,NULL,NULL,NULL,NULL
 592,Miller,David,NULL,NULL,NULL,NULL
 593,Miller,F.L.,Lt. Col.,NULL,NULL,NULL
 594,Dzubinski,Dave,NULL,NULL,NULL,NULL
 595,Wilkins,Bruce,NULL,NULL,NULL,NULL
 596,Brown,John,NULL,NULL,NULL,NULL
 597,Soroka,Mariane,NULL,NULL,NULL,NULL
 598,Perry,Ted,NULL,NULL,NULL,NULL
 599,Dudak,Ed,NULL,NULL,NULL,NULL
 600,Gillam,Fred,NULL,NULL,NULL,NULL
 601,Lammers,Gerry,NULL,NULL,NULL,NULL
 602,Zeigler,Steve,NULL,NULL,NULL,NULL
 603,Bertholf,Jan,NULL,NULL,NULL,NULL
 604,Guernsey,James E.,AFC,NULL,NULL,NULL
 605,Frederick,Steve,NULL,NULL,NULL,NULL
 606,Chung,Barbara,NULL,NULL,NULL,NULL
 607,Negvesi,Joe,Jr.,NULL,NULL,NULL
 608,Polo,Michael,NULL,NULL,NULL,NULL
 609,Turner,Patricia,NULL,NULL,NULL,NULL
 610,Clark,Dennis,NULL,NULL,NULL,NULL
 611,Mayberry,Jack,NULL,NULL,NULL,NULL
 612,Klemm,Vincent,NULL,NULL,NULL,NULL
 613,Liberman,Ron,NULL,NULL,NULL,NULL
 614,Smith,Barry,NULL,NULL,NULL,NULL
 615,Ryan,Jerelyn,NULL,NULL,NULL,NULL
 616,Krone,Robert,NULL,NULL,NULL,NULL
 617,Mason,Nancy,NULL,NULL,NULL,NULL
 618,Ford,Ronald,NULL,NULL,NULL,NULL
 619,Raskin,Andru,NULL,NULL,NULL,NULL
 620,Potter,D.,NULL,NULL,NULL,NULL
 621,Racy,Roger,NULL,NULL,NULL,NULL
 622,Thomas,Donnie,NULL,NULL,NULL,NULL
 623,Daniels,Wally,NULL,NULL,NULL,NULL
 624,Axelrod,Judy,NULL,NULL,NULL,NULL
 625,Higgins,Dwight,NULL,NULL,NULL,NULL
 626,Squires,Mark,NULL,NULL,NULL,NULL
 627,Ottosen,Charles,NULL,NULL,NULL,NULL
 628,Levy,Robert,NULL,NULL,NULL,NULL
 629,Zweig,Jeff,NULL,NULL,NULL,NULL
 630,Grau,Joseph,NULL,NULL,NULL,NULL
 631,Koberlein,K.,NULL,NULL,NULL,NULL
 632,Zlotucha,M.,II,NULL,NULL,NULL
 633,Sansky,J.,NULL,NULL,NULL,NULL
 634,O\'Flynn,Sean,NULL,NULL,NULL,NULL
 635,O\'Gersman,Robert,NULL,NULL,NULL,NULL
 636,Fowler,Allen,Jr.,NULL,NULL,NULL
 637,Willtrout,Jean,NULL,NULL,NULL,NULL
 638,Zadvisskis,John,NULL,NULL,NULL,NULL
 639,White,Jack,NULL,NULL,NULL,NULL
 640,French,Dave,Jr.,NULL,NULL,NULL
 641,Spencer,Mimi,NULL,NULL,NULL,NULL
 642,Simpson,L.L.,NULL,NULL,NULL,NULL
 643,Miller,Ronald,NULL,NULL,NULL,NULL
 645,Brumby,Edward,NULL,NULL,NULL,NULL
 646,Saari,David,NULL,NULL,NULL,NULL
 647,Damon,Wayne,NULL,NULL,NULL,NULL
 648,Pinaid,Gary,NULL,NULL,NULL,NULL
 649,Kuiper,Bill,NULL,NULL,NULL,NULL
 650,Kuiper,Steve,NULL,NULL,NULL,NULL
 651,Manlee,Bob,NULL,NULL,NULL,NULL
 652,Kaghan,Bill,NULL,NULL,NULL,NULL
 653,Bartlett,Gary,NULL,NULL,NULL,NULL
 654,Hudson,John,NULL,NULL,NULL,NULL
 655,Silvero,John,NULL,NULL,NULL,NULL
 656,Russel,Steven,NULL,NULL,NULL,NULL
 657,Romano,Ricky,NULL,NULL,NULL,NULL
 658,Keenan,Eamonn,NULL,NULL,NULL,NULL
 659,Shellhorn,John,NULL,NULL,NULL,NULL
 660,Tsurumoto,Dean,NULL,NULL,NULL,NULL
 661,Kremski,Stanley,NULL,NULL,NULL,NULL
 662,Hammer,Karl,NULL,NULL,NULL,NULL
 663,Bullock,Gary,NULL,NULL,NULL,NULL
 664,Burns,Michael,NULL,NULL,NULL,NULL
 665,Janson,Patrick,NULL,NULL,NULL,NULL
 666,Brown,Joe,NULL,NULL,NULL,NULL
 667,Kresiak,Chester,NULL,NULL,NULL,NULL
 668,Hastings,Bart,NULL,NULL,NULL,NULL
 669,LaBadie,Horace,Jr.,NULL,NULL,NULL
 670,Hammond,Daniel,PFC,NULL,NULL,NULL
 671,Jones,Michael,NULL,NULL,NULL,NULL
 672,Kindler,William,NULL,NULL,NULL,NULL
 673,Ketchum,Steve,NULL,NULL,NULL,NULL
 674,Levine,Warren,NULL,NULL,NULL,NULL
 675,Tacher,Martin,NULL,NULL,NULL,NULL
 676,von Sholly,Peter,NULL,NULL,NULL,NULL
 677,Gilland,Dave,NULL,NULL,NULL,NULL
 678,Avila,Paul,NULL,NULL,NULL,NULL
 679,Warner,Kim,NULL,NULL,NULL,NULL
 680,Kohler,Bradley,NULL,NULL,NULL,NULL
 681,Pippin,Arthur,NULL,NULL,NULL,NULL
 682,Evanier,Mark,NULL,NULL,NULL,NULL
 683,Goka,Larry,NULL,NULL,NULL,NULL
 684,Palau,Manuel,NULL,NULL,NULL,NULL
 685,McCabe,Richard,NULL,NULL,NULL,NULL
 686,Carey,Bert,NULL,NULL,NULL,NULL
 687,Harris,Jack,NULL,NULL,NULL,NULL
 688,Dickinson,Ronald,NULL,NULL,NULL,NULL
 689,Goldwasser,Andrew,NULL,NULL,NULL,NULL
 691,Miller,Vic,NULL,NULL,NULL,NULL
 692,Hickman,Tommy,NULL,NULL,NULL,NULL
 693,Goldstein,Stanley,NULL,NULL,NULL,NULL
 694,Gillis,Paul,NULL,NULL,NULL,NULL
 695,Bradford,Nick,NULL,NULL,NULL,NULL
 696,Tyler,Don,NULL,NULL,NULL,NULL
 697,Bitin,Irene,NULL,NULL,NULL,NULL
 699,Makuta,Bill,NULL,NULL,NULL,NULL
 698,Jones,Craig,NULL,NULL,NULL,NULL
 700,Henderson,Stuart,NULL,NULL,NULL,NULL
 701,Faix,James,NULL,NULL,NULL,NULL
 702,Martin,Alex,NULL,NULL,NULL,NULL
 703,Zachar,George,NULL,NULL,NULL,NULL
 704,Hafer,Thomas,NULL,NULL,NULL,NULL
 705,Davis,Mike,NULL,NULL,NULL,NULL
 706,Holt,Mike,NULL,NULL,NULL,NULL
 707,Sampson,Donald,NULL,NULL,NULL,NULL
 708,Jacobs,Ken,NULL,NULL,NULL,NULL
 709,Sanderson,Peter,Jr.,NULL,NULL,NULL
 710,Chandler,Robert,NULL,NULL,NULL,NULL
 711,Krauss,K.,NULL,NULL,NULL,NULL
 712,Weber,Tony,NULL,NULL,NULL,NULL
 713,Demmon,Calvin Warren,NULL,NULL,NULL,NULL
 714,Sulak,John,NULL,NULL,NULL,NULL
 715,Blanco,Richard,NULL,NULL,NULL,NULL
 716,Detweiler,Steve,NULL,NULL,NULL,NULL
 717,Sorialli,Les,NULL,NULL,NULL,NULL
 718,Middleton,James,NULL,NULL,NULL,NULL
 720,Hine,Bill,NULL,NULL,NULL,NULL
 719,Olver,Rich,NULL,NULL,NULL,NULL
 721,Renaud,Leo U.,NULL,NULL,NULL,NULL
 723,Williams,Jeff,NULL,NULL,NULL,NULL
 722,Hamilton,Kevin,NULL,NULL,NULL,NULL
 724,Lopate,Betty Ann,NULL,NULL,NULL,NULL
 725,Newsome,Gerald,NULL,NULL,NULL,NULL
 726,Sanford,Paul,NULL,NULL,NULL,NULL
 727,Harris,Nancy,NULL,NULL,NULL,NULL
 728,Koester,David,NULL,NULL,NULL,NULL
 729,Peterson,Bill,NULL,NULL,NULL,NULL
 730,Labrum,Gary,NULL,NULL,NULL,NULL
 731,Phoenix,Peter,NULL,NULL,NULL,NULL
 732,Harris,Les,NULL,NULL,NULL,NULL
 733,Fishelson,Nick,NULL,NULL,NULL,NULL
 734,Nowell,Gary,NULL,NULL,NULL,NULL
 735,Thompson,Bob,NULL,NULL,NULL,NULL
 736,Thompson,Tom,NULL,NULL,NULL,NULL
 737,Patton,Ron,NULL,NULL,NULL,NULL
 738,Emmens,Matt,NULL,NULL,NULL,NULL
 739,Luzzi,Jimmy,NULL,NULL,NULL,NULL
 740,Schwaberow,Mickey,NULL,NULL,NULL,NULL
 741,Sohns,Mike,NULL,NULL,NULL,NULL
 742,Goetz,J.P.,NULL,NULL,NULL,NULL
 743,Thuotte,Robert,NULL,NULL,NULL,NULL
 744,Flock,Lewis,NULL,NULL,NULL,NULL
 745,Ray,Jon,NULL,NULL,NULL,NULL
 746,Sheehand,Connie,NULL,NULL,NULL,NULL
 747,Struempler,Richard,NULL,NULL,NULL,NULL
 748,Jensen,Ken,NULL,NULL,NULL,NULL
 749,Hembeck,Frank,NULL,NULL,NULL,NULL
 750,Ellrod,Rick,NULL,NULL,NULL,NULL
 751,Wilson,Bobby,NULL,NULL,NULL,NULL
 752,David,Saul,NULL,NULL,NULL,NULL
 753,MacGregor,Loren,NULL,NULL,NULL,NULL
 754,Dams,Douglas,NULL,NULL,NULL,NULL
 755,Taylor,Jeffrey,NULL,NULL,NULL,NULL
 756,Newman,Eddie,NULL,NULL,NULL,NULL
 757,Myers,Roberta,NULL,NULL,NULL,NULL
 758,Groginsky,Alan,NULL,NULL,NULL,NULL
 759,Mindala,Mike,NULL,NULL,NULL,NULL
 512,Balloon,Royal,NULL,NULL,NULL,NULL
 760,Bentchick,Robert,NULL,NULL,NULL,NULL
 761,Labrie,Bill,NULL,NULL,NULL,NULL
 762,Stabbe,Harvey,NULL,NULL,NULL,NULL
 763,Hutchins,Ken,NULL,NULL,NULL,NULL
 764,Miller,Craig,NULL,NULL,NULL,NULL
 765,Bewersdorf,Charles,NULL,NULL,NULL,NULL
 766,Deeley,Pauline,NULL,NULL,NULL,NULL
 767,Giffen,Keith,KOF,NULL,NULL,NULL
 768,Feeley,Greg,NULL,NULL,NULL,NULL
 769,Richter,Joel,NULL,NULL,NULL,NULL
 770,Gafford,Carl,NULL,NULL,NULL,NULL
 771,Douglas,Scott,NULL,NULL,NULL,NULL
 772,Craven,David,RFO,NULL,NULL,NULL
 773,Bradstreet,David,NULL,NULL,NULL,NULL
 774,Richardson,Grady,NULL,NULL,NULL,NULL
 775,Brown,Mel,NULL,NULL,NULL,NULL
 776,Post,Roger,NULL,NULL,NULL,NULL
 777,Cohen,P. Michael,NULL,NULL,NULL,NULL
 778,Weingard,Richard,NULL,NULL,NULL,NULL
 779,King,Tap,NULL,NULL,NULL,NULL
 780,Pini,Richard,NULL,NULL,NULL,NULL
 781,Hicks,Barry,NULL,NULL,NULL,NULL
 782,Spencer,Mike,NULL,NULL,NULL,NULL
 783,Barr,Trudy,NULL,NULL,NULL,NULL
 784,Wilkinson,Bert,NULL,NULL,NULL,NULL
 785,Miller,Glenn,Jr.,NULL,NULL,NULL
 786,Nichols,Edward,NULL,NULL,NULL,NULL
 787,Bryant,Larry,NULL,NULL,NULL,NULL
 788,Garnett,William,NULL,NULL,NULL,NULL
 789,Roberts,Kent,NULL,NULL,NULL,NULL
 790,Davidson,Louis,NULL,NULL,NULL,NULL
 791,Rapp,Robert,NULL,NULL,NULL,NULL
 792,Baldwin,Carol,NULL,NULL,NULL,NULL
 793,Cosentino,Jerry,NULL,NULL,NULL,NULL
 794,Harter,Douglas J.,Jr.,NULL,NULL,NULL
 795,Katz,Arnie,NULL,NULL,NULL,NULL
 796,Sink,Jerry,NULL,NULL,NULL,NULL
 797,Evans,Bob,NULL,NULL,NULL,NULL
 798,Leskovsky,Geoff,NULL,NULL,NULL,NULL
 799,Kirkland,Jim,NULL,NULL,NULL,NULL
 800,Wallace,Gene,NULL,NULL,NULL,NULL
 801,Kono,Masao,NULL,NULL,NULL,NULL
 802,Schumann,Barbara,NULL,NULL,NULL,NULL
 803,Coville,Bruce,NULL,NULL,NULL,NULL
 804,Smart,Charles,NULL,NULL,NULL,NULL
 805,Drake,Tom,NULL,NULL,NULL,NULL
 806,Leupold,Werner,NULL,NULL,NULL,NULL
 807,Cox,Bob,NULL,NULL,NULL,NULL
 808,Winston,George,NULL,NULL,NULL,NULL
 809,Sherton,Corinne C.,NULL,NULL,NULL,NULL
 810,Flynn,Tom,NULL,NULL,NULL,NULL
 811,Sievers,Colin,NULL,NULL,NULL,NULL
 812,Rosella,Vic,NULL,NULL,NULL,NULL
 813,Hamilton,Aaron,NULL,NULL,NULL,NULL
 814,Brines,Tom,NULL,NULL,NULL,NULL
 815,Maida,Michael,NULL,NULL,NULL,NULL
 816,McCartor,Gerry,NULL,NULL,NULL,NULL
 817,Romanok,Allen,NULL,NULL,NULL,NULL
 818,Timmermans,Gary,NULL,NULL,NULL,NULL
 819,Bacha,John,NULL,NULL,NULL,NULL
 820,Eisenstein,Gabe,NULL,NULL,NULL,NULL
 821,Greenlee,David,NULL,NULL,NULL,NULL
 822,Herrera,Moses,NULL,NULL,NULL,NULL
 823,Morgan,Victor L.,NULL,NULL,NULL,NULL
 824,Morrell,Sam,NULL,NULL,NULL,NULL
 825,Neckameyer,Ann,NULL,NULL,NULL,NULL
 826,Reddersen,Brad,NULL,NULL,NULL,NULL
 827,Bikhazi,Tony,NULL,NULL,NULL,NULL
 828,Brant,Jon,NULL,NULL,NULL,NULL
 829,Pinkney,Bob,NULL,NULL,NULL,NULL
 831,Johnson,Eric,NULL,NULL,NULL,NULL
 830,Raveson,Art,NULL,NULL,NULL,NULL
 832,Crill,C.C.,NULL,NULL,NULL,NULL
 833,Johnson,Bob,NULL,NULL,NULL,NULL
 834,Sams,James R.,II,NULL,NULL,NULL
 835,Malson,Mike,NULL,NULL,NULL,NULL
 836,Bailey,Lane,NULL,NULL,NULL,NULL
 837,Sheedy,Nick,NULL,NULL,NULL,NULL
 838,Willis,David M.,NULL,NULL,NULL,NULL
 839,Wallace,Michael,NULL,NULL,NULL,NULL
 840,King,Lynn,"RFO, KOF",NULL,NULL,NULL
 841,Stones,Tad,NULL,NULL,NULL,NULL
 842,Matros,Rich,NULL,NULL,NULL,NULL
 843,Martin,Celeste,"RFO, KOF",NULL,NULL,NULL
 844,McGill,Larry,RFO,NULL,NULL,NULL
 845,Brezausek,Carl,NULL,NULL,NULL,NULL
 846,Gregg,Don,NULL,NULL,NULL,NULL
 847,Quasny,Glen,NULL,NULL,NULL,NULL
 848,Bernard,Barry,NULL,NULL,NULL,NULL
 849,Wiebe,Sheldon,NULL,NULL,NULL,NULL
 850,Bagwell,Bill,NULL,NULL,NULL,NULL
 851,Vlcko,Jim,NULL,NULL,NULL,NULL
 852,Uhlenbrock,Bryan,NULL,NULL,NULL,NULL
 853,Pratz,Doug,NULL,NULL,NULL,NULL
 854,Pepeta,Maria,NULL,NULL,NULL,NULL
 856,Smith,Wayne A.,NULL,NULL,NULL,NULL
 857,Arnold,David,NULL,NULL,NULL,NULL
 858,Branham,Doug,NULL,NULL,NULL,NULL
 859,Gruenwald,Mark,NULL,NULL,NULL,NULL
 860,Battmer,Craig,NULL,NULL,NULL,NULL
 861,Thomas,Ray,NULL,NULL,NULL,NULL
 862,Hertz,Randy,NULL,NULL,NULL,NULL
 863,Miller,Howard L.,NULL,NULL,NULL,NULL
 864,Wiacek,Robert,NULL,NULL,NULL,NULL
 865,Rothaizer,Joel,NULL,NULL,NULL,NULL
 866,Burgett,Wayne,NULL,NULL,NULL,NULL
 867,Cook,Joseph,NULL,NULL,NULL,NULL
 868,Gorman,Shirley A.,NULL,NULL,NULL,NULL
 869,Cullen,Bill,NULL,NULL,NULL,NULL
 870,Merritt,Nick,NULL,NULL,NULL,NULL
 871,Kennedy,George,NULL,NULL,NULL,NULL
 872,Pate,Beth,NULL,NULL,NULL,NULL
 873,Schaetzle,George D.,NULL,NULL,NULL,NULL
 874,Brogdon,M.,NULL,NULL,NULL,NULL
 875,Fortier,Michael,NULL,NULL,NULL,NULL
 876,Watson,Greer,NULL,NULL,NULL,NULL
 877,Bonhomme,John,NULL,NULL,NULL,NULL
 878,Freeman,Todd,Jr.,NULL,NULL,NULL
 879,Lynn,Edward,NULL,NULL,NULL,NULL
 880,Edwards,Reid F.,NULL,NULL,NULL,NULL
 881,Newsom,Edward,NULL,NULL,NULL,NULL
 882,Corey,F.K.,Capt.,NULL,NULL,NULL
 883,Miller,Ken,NULL,NULL,NULL,NULL
 884,Freedman,Carl,NULL,NULL,NULL,NULL
 885,Edwards,George D.,NULL,NULL,NULL,NULL
 886,Fabrizis,Rochelle,NULL,NULL,NULL,NULL
 887,Jones,Trevor,NULL,NULL,NULL,NULL
 888,Edwards,Ron,NULL,NULL,NULL,NULL
 889,Johnson,Kevin,NULL,NULL,NULL,NULL
 890,Carson,Johnny,NULL,NULL,NULL,NULL
 891,Chase,Janice S.,NULL,NULL,NULL,NULL
 892,Willis,Richard,NULL,NULL,NULL,NULL
 893,Apelbaum,Jack,NULL,NULL,NULL,NULL
 894,Kent,Thomas,NULL,NULL,NULL,NULL
 895,Rizzutti,Larry,NULL,NULL,NULL,NULL
 896,Gorley,Chris,NULL,NULL,NULL,NULL
 897,Dargan,Bill,NULL,NULL,NULL,NULL
 898,McLoughlin,Paul,NULL,NULL,NULL,NULL
 899,Castro,Phil,NULL,NULL,NULL,NULL
 900,Mumoz,John,NULL,NULL,NULL,NULL
 901,Wilshire,Ron,NULL,NULL,NULL,NULL
 902,Palmer,Philip,NULL,NULL,NULL,NULL
 903,The Page House Mob,NULL,NULL,NULL,NULL,NULL
 904,Kellerman,Ken,NULL,NULL,NULL,NULL
 905,Barron,Randy,NULL,NULL,NULL,NULL
 906,Burkett,Cary,NULL,NULL,NULL,NULL
 907,Yono,Irene,NULL,NULL,NULL,NULL
 908,von Fossen,Richard K.,NULL,NULL,NULL,NULL
 909,Beringer,Eric,NULL,NULL,NULL,NULL
 910,Morgan,Marilyn,NULL,NULL,NULL,NULL
 912,Stewart,R.,Capt.,NULL,NULL,NULL
 913,Peltz,Bob,NULL,NULL,NULL,NULL
 914,Jackson,Donald,NULL,NULL,NULL,NULL
 915,Skinner,Melanie,Mrs.,NULL,NULL,NULL
 916,Salazar,Tom,NULL,NULL,NULL,NULL
 917,Key,Charles,NULL,NULL,NULL,NULL
 918,Struckman,Dan,NULL,NULL,NULL,NULL
 919,Cahill,John,NULL,NULL,NULL,NULL
 920,Kong,Anne,NULL,NULL,NULL,NULL
 921,Spezio,Colin,NULL,NULL,NULL,NULL
 922,Windt,Pete,NULL,NULL,NULL,NULL
 923,Vision,Jerry,NULL,NULL,NULL,NULL
 924,Rogers,Louis,NULL,NULL,NULL,NULL
 926,Whisner,William,NULL,NULL,NULL,NULL
 927,McNay,Dan,NULL,NULL,NULL,NULL
 928,Friedenthal,Alan,NULL,NULL,NULL,NULL
 929,Brisk,Michael,NULL,NULL,NULL,NULL
 930,Osmar,Nils,NULL,NULL,NULL,NULL
 932,Sinkover,Jerry,NULL,NULL,NULL,NULL
 931,Lasserre,Greg P.,NULL,NULL,NULL,NULL
 933,Smith,Bruce,"RFO, TTB, KOF",NULL,NULL,NULL
 934,Blair,Janet,NULL,NULL,NULL,NULL
 935,Tatum,David,NULL,NULL,NULL,NULL
 936,Earl,Doug,NULL,NULL,NULL,NULL
 937,Siegel,Jeffrey,NULL,NULL,NULL,NULL
 938,Cox,J. Randolph,NULL,NULL,NULL,NULL
 939,Carey,Frank D.,NULL,NULL,NULL,NULL
 940,Kerpelman,Max,NULL,NULL,NULL,NULL
 941,Mioduszewski,Henry,NULL,NULL,NULL,NULL
 942,Johnson,Eddie,NULL,NULL,NULL,NULL
 943,Shea,Ed,NULL,NULL,NULL,NULL
 944,Yarmy,Richard,NULL,NULL,NULL,NULL
 945,Arndt,Michael R.,NULL,NULL,NULL,NULL
 946,Nash,Eric,NULL,NULL,NULL,NULL
 947,Jull,Iain,NULL,NULL,NULL,NULL
 948,Strickland,David,NULL,NULL,NULL,NULL
 949,Denham,Joey,NULL,NULL,NULL,NULL
 950,Clark,Lucky,NULL,NULL,NULL,NULL
 951,Saylor,Steve,NULL,NULL,NULL,NULL
 952,Wilson,Mark,NULL,NULL,NULL,NULL
 953,Anthony,W. Thomas,Jr.,NULL,NULL,NULL
 954,Johnston,David,NULL,NULL,NULL,NULL
 955,Yost,Jon,NULL,NULL,NULL,NULL
 956,Coville,Bruce,NULL,NULL,NULL,NULL
 957,Ray,Howard,NULL,NULL,NULL,NULL
 958,Zimmerman,D. Jon,NULL,NULL,NULL,NULL
 959,Hollingsworth,Jana C.,RFO,NULL,NULL,NULL
 960,Frick,Bill,NULL,NULL,NULL,NULL
 961,Brooks,Leah,NULL,NULL,NULL,NULL
 962,Born,A.J.,NULL,NULL,NULL,NULL
 963,Barrington,Ronald,NULL,NULL,NULL,NULL
 964,Parsons,David,R.D.I.,NULL,NULL,NULL
 965,Lees,Timothy,NULL,NULL,NULL,NULL
 966,Alfonso,Barry,NULL,NULL,NULL,NULL
 967,Morris,Norman,NULL,NULL,NULL,NULL
 968,Bishop,Ed,NULL,NULL,NULL,NULL
 969,Hunt,Charles,NULL,NULL,NULL,NULL
 970,Verheiden,Mark,NULL,NULL,NULL,NULL
 972,Ballman,Dave,NULL,NULL,NULL,NULL
 973,Latawill,Allan G.,NULL,NULL,NULL,NULL
 974,Erichsen,Kurt,NULL,NULL,NULL,NULL
 975,Swiatkowski,Martin,Jr.,NULL,NULL,NULL
 976,Fletcher,Bill,NULL,NULL,NULL,NULL
 977,Kates,Michael,NULL,NULL,NULL,NULL
 978,Hillberg,Dick,SP/5,NULL,NULL,NULL
 979,NULL,Sammy,NULL,NULL,NULL,NULL
 980,NULL,Joe,NULL,NULL,NULL,NULL
 981,NULL,Bob,NULL,NULL,NULL,NULL
 982,NULL,Ray,NULL,NULL,NULL,NULL
 983,NULL,Al,NULL,NULL,NULL,NULL
 984,NULL,Hack,NULL,NULL,NULL,NULL
 985,NULL,Mac,NULL,NULL,NULL,NULL
 986,NULL,Tres,NULL,NULL,NULL,NULL
 987,NULL,Jim,NULL,NULL,NULL,NULL
 988,NULL,George,NULL,NULL,NULL,NULL
 989,Grothe,Kevin,NULL,NULL,NULL,NULL
 990,Palmer,Doug,NULL,NULL,NULL,NULL
 991,Flynn,Barbara,NULL,NULL,NULL,NULL
 992,Glicksohn,Mike,NULL,NULL,NULL,NULL
 993,Taylor,John,NULL,NULL,NULL,NULL
 994,Cox,Robert,NULL,NULL,NULL,NULL
 995,Pogeler,Alvin,NULL,NULL,NULL,NULL
 996,Masek,Terry,NULL,NULL,NULL,NULL
 997,Lewis,John,NULL,NULL,NULL,NULL
 998,Chidlaw,Rich,NULL,NULL,NULL,NULL
 999,Haslan,H.,NULL,NULL,NULL,NULL
 1000,Haslam,H.,"Jr., SFC",NULL,NULL,NULL
 1001,Johnson,Bud,NULL,NULL,NULL,NULL
 1002,Osborne,Linda,NULL,NULL,NULL,NULL
 1003,Bowell,Stephan,NULL,NULL,NULL,NULL
 1004,McDuffie,Greg,NULL,NULL,NULL,NULL
 1005,Cecil,Jeff,NULL,NULL,NULL,NULL
 1006,Almasy,Allen,NULL,NULL,NULL,NULL
 1007,Serene,Dave,NULL,NULL,NULL,NULL
 1008,Timoneda,Genaro,NULL,NULL,NULL,NULL
 1009,Marone,Richard,NULL,NULL,NULL,NULL
 1010,Decker,Dwight,NULL,NULL,NULL,NULL
 1011,Teeter,Richard,NULL,NULL,NULL,NULL
 1012,Barnett,Eddie,NULL,NULL,NULL,NULL
 1013,Gasser,David,NULL,NULL,NULL,NULL
 1014,Marshall,Dennis,NULL,NULL,NULL,NULL
 1015,Bryer,Roland,NULL,NULL,NULL,NULL
 1016,Halzack,Tom,NULL,NULL,NULL,NULL
 1017,Bralek,Tom,NULL,NULL,NULL,NULL
